Что,Где,Когда,Кто,Тип,Столбец 6,Оценка,Откуда,Тэги,Жанр,Фича,РАЗНЕСЛИ:,6884,,,,,,
38.5) Faryma.composer v.2015 (кудри баттл),Стрим,8:24:25,Faryma.composer,,,,,,,,,,,,,,,
39) Собственная песня Alex Newton #12,ЛС Телеграмма,8:30:45,Alex Newton,донат,,атлична -,,,,,,,,,,,,
40) Mnogoznaal — Ловец солнца {Suncatcher},https://www.youtube.com/watch?v=rOLHeuWAiDc,8:41:45,AlexanderMSK,донат,,хорошечно-,,,,,,,,,,,,
41) Aimer — Brave Shine [1/2 Opening Fate/stay night: Unlimited Blade Works 2nd Season / Судьба/Ночь схватки: Бесконечный мир клинков 2],https://www.youtube.com/watch?v=XeI8E20ZUE4,8:49:05,Enotishche,долг,,хорошечно+,Аниме,,,,,,,,,,,
42) Игорь Николаев — Выпьем за любовь {Let’s Drink To Love},https://youtu.be/ozYjakb_py4?si=LNj3QgFMTcV4S1BL,8:57:40,Monstrrro,донат,,хорошечно+,,,,,,,,,,,,
43) Howard Shore feat. Liv Tyler — The Houses of Healing [OST; The Lord of the Rings: The Return of the King / Властелин колец: Возвращение короля],https://youtu.be/1qeECAeSzik?si=P2oseXEdVwdJvN6n,9:04:55,Дэнетор,долг,,хорошечно+,Фильм,,,,,,,,,,,
44) George Michael — Kissing a Fool (Remastered),https://youtu.be/omsBhh8vA7c,9:11:10,Alex Newton,донат,,атлична,,,,,,,,,,,,
45) UNISON SQUARE GARDEN — Chaos ga Kiwamaru {カオスが極まる} [1 Opening Blue Lock / Синяя тюрьма: Блю Лок],https://youtu.be/5Iv3Fi8eb7w?si=MBAGLT1ef9CvVgDg,9:18:50,Momonga,долг,,хорошечно,Аниме,,,,,,,,,,,
46) Takaya Kuroda — Baka Mitai {ばかみたい} (Kiryu full version) [OST; Yakuza / Якудза],https://youtu.be/g3jCAyPai2Y?si=3oStld90SIwRN2oA,9:25:30,Madao,донат,,гениально- (ДАМЭДАМЭ-),Игра,,,,,,,,,,,
"47) milet, Aimer & Ikuta Lilas — Omokage (THE FIRST TAKE, Produced by Vaundy)",https://www.youtube.com/watch?v=Z2Z9V-4DMGw,9:33:25,Enotishche,долг,,хорошечно + +,,,,,,,,,,,,
48) Kamagata Eiichi — Jinsei wa Belt Conveyor no Youni Nagareru (Madao Theme) [OST; Gintama / Гинтама],https://youtu.be/FE_o0a2IqsM,9:40:10,Alex Newton,донат,,хорошечно (МАДАО),Аниме,,,,,,,,,,,
49) ReoNa — Anima (TV Size) [1/2 Opening Sword Art Online: Alicization - War of Underworld 2nd Season / Мастера Меча Онлайн: Алисизация — Война в Подмирье 2],https://www.youtube.com/watch?v=EMZ8N-NcAsY,9:44:45,Kabal,долг,,хорошечно+,Аниме,,,,,,,,,,,
49.5) FLOW — Sign (Faryma.composer karaoke version)  [6 Opening Naruto: Shippuuden / Наруто: Ураганные хроники],https://www.youtube.com/watch?v=SavhHnWla6c,9:48:40,Faryma.composer,,,,Аниме,,,,,,,,,,,
50) GremCube — О великий суп наварили,https://youtu.be/OBg9ZAqBifQ?si=nTeXUe_Y96JJ1fyx,9:54:35,Morrrrrda,донат,,гениально+ (ВЕЛИКИЙ СУП НАВАРИЛИ),,,,,,,,,,,,
51) Phoebe Bridgers — Savior Complex,https://youtu.be/VJlR3pvgLQA?si=AVr9kxmC1lht_9bq,9:57:45,Sealong Keeper,долг,,атлична+,,,,,,,,,,,,
"52) Валерий Леонтьев — Кончайте, девочки! {Stop Girls} (Right Version♂, Gachi Remix)",https://youtu.be/DOtIViEnTP0?si=dIYxaFAIWpWpuBIo,10:05:00,Monstrrro,донат,,ГАЧИ МИКС С КРИВЫМИ БОЙ,,,,,,,,,,,,
52.1) Oxxxymiron — Ох рано встаёт охрана (Mashup),https://www.youtube.com/watch?v=NMoNnkpoFyo,10:14:00,Faryma.composer,,,,,,,,,,,,,,,
52.2) Oxxxymiron — Песня разбойников (Mashup),https://www.youtube.com/watch?v=5-XDYW_oYQo,10:15:20,Faryma.composer,,,,,,,,,,,,,,,
52.3) Oxxxymiron — Младший лейтенант (Mashup),https://www.youtube.com/watch?v=LmN6Vli2Zyo,10:17:40,Faryma.composer,,,,,,,,,,,,,,,
53) Big Giant Circles — Rocktogeddon (Boss Fight) [Octogeddon OST],https://www.youtube.com/watch?v=bHZ2YThlhGc,10:19:20,AlexanderMSK,донат,,атлична,Игра,,,,,,,,,,,
54) Дюна — Если б было море пива,https://youtu.be/7DjugrAD8pM?si=KSoBTv3hpdMFN-Uk,10:26:45,Monstrrro,донат,,стал подводной лодкой / 10,,,,,,,,,,,,
55) Kaiser Chiefs — Ruby,https://www.youtube.com/watch?v=qObzgUfCl28,10:31:45,AlexanderMSK,донат,,атлична,,,,,,,,,,,,
56) Бездна Анального Угнетения — Армия тьмы {Army of Darkness},https://youtu.be/ySXAxi7xB28?si=2wTC9xFg-i9HzirA,10:37:15,Toxa_kepka,донат,,хорошечно-,,,,,,,,,,,,
56.5) Слава КПСС — Чучело {Scarecrow},https://www.youtube.com/watch?v=c9LZuTi_JjY,10:47:10,Faryma.composer,,,,,,,,,,,,,,,
57) TK from Ling Tosite Sigure — Unravel [1 Opening Tokyo Ghoul / Токийский гуль],https://youtu.be/Fve_lHIPa-I,10:52:30,Anonymous,донат,,атлична+,Аниме,,,,,,,,,,,
58) Cyborg Crab — Стримерша против бейсбольной мафии,https://youtu.be/L7PTCRgiOts?si=uOVdFxOGuh_iTxfR&t=1483,11:01:00,Гена Цидевреев,донат,,Гена,,,,,,,,,,,,
59) Gnarls Barkley — Crazy,https://youtu.be/qzSJgTSbvUc?si=T3duIVPOR-46f5H,11:04:45,Astolphik,донат,,атлична+,,,,,,,,,,,,
60) dArtagnan — Was wollen wir trinken,https://www.youtube.com/watch?v=WiR-5swzlvE,11:12:00,Гена Цидевреев,донат,,атлична,,,,,,,,,,,,
61) Carly Rae Jepsen — Call Me Maybe (Chatroulette Version),https://youtu.be/KAQhG59zqZc,11:17:10,JustD,донат,,гениально -,,,,,,,,,,,,
62) Hana Hope — Flowers (Fate/Grand Order: First Order; Memorial Movie 2023),https://vk.com/video-25939329_456239061,11:22:35,Art,донат,,атлична-,,,,,,,,,,,,
63) Giga feat. Hatsune Miku & Kagamine Rin & Len — Beyond the Way [Project Sekai OST],https://youtu.be/SJcgOWsDwi4?si=7cb5Ad3JNvYX3hSZ,11:30:50,Немытая мандаринка,донат,,атлична,Игра,,,,,,,,,,,
64) I.F.K. — Есаульское диско,https://youtu.be/f-CfeAqCC5M?si=jKDobEUuNBt0bjrM,11:39:25,MrTablichkin,донат,,хорошечно,,,,,,,,,,,,
64.5) Ипровизация Faryma.composer & Historiker Turquoise,Стрим,11:45:00,Faryma.composer,,,,,,,,,,,,,,,
65) Александр Шаров — Кончита,https://www.youtube.com/watch?v=jwS3bCi320U,11:55:20,Historiker Turquoise,донат,,атлична,,,,,,,,,,,,
СТРИМ №15 (01.08.24),https://vkvideo.ru/video-182074546_456239107,, ,,,,,,,,,,,,,,,
ДОЛГОВОЙ, ,, ,,,,,,,,,,,,,,,
1) Mitsukiyo — Unwelcome School [Blue Archive OST],https://www.youtube.com/watch?v=pEg_d2f6myw,24:25,Винсон,долг,,хорошечно+,Игра,,,,,,,,,,,
2) Florence + The Machine — Dog Days Are Over (2010 Version),https://youtu.be/iWOyfLBYtuU,33:10,JustD,долг Х2,,хорошечно+,,,,,,,,,,,,
3) Susumu Hirasawa — Parade [OST; Paprika / Паприка],https://youtu.be/APIKVLw1tT0?si=WpyL-eDo2i1TyLJc,41:15,Yur4ka,долг,,атлична-,Фильм,,,,,,,,,,,
4) Alexey Kotlyar — A Stroll in the Woods,https://www.youtube.com/watch?v=yWl5ngx_mqg,55:05,Алексей Котляр,долг Х2,,хорошечно-,,,,,,,,,,,,
"5) Monster Siren Records, Robert Wolf, Airton Santos Araujo & Savid Lin — Ständchen [Arknights OST]",https://www.youtube.com/watch?v=YHUGIYEBydk,1:11:50,Винсон,долг,,хорошечно+,Игра,,,,,,,,,,,
6) Shinsei kamattechan — My War {Boku no Sensou} [1/6 Opening Shingeki no Kyojin: The Final Season / Атака титанов: Финал],https://youtu.be/rEs1LMq4yU4,1:23:20,JustD,долг Х2,,атлична (гениально-),Аниме,,,,,,,,,,,
7) Braska — Кока Кола,https://youtu.be/3A7NmM7bl_8?si=onluUjvJRURMg_R0,1:32:50,MrPsarik,долг,,хорошечно- (кринж контент эмоционально!!!!!),,,,,,,,,,,,
8) Varien — Lilith,https://www.youtube.com/watch?v=rK-19lEHO60,1:42:30,Алексей Котляр,долг Х2,,ну такое++ (хорошечно-),,,,,,,,,,,,
9) THE EITHER — Random Randomly {隨意隨意呀} [Arknights OST],https://youtu.be/6EaP-MYp960?si=Z7X_KDicfVWwNABx,2:11:30,Винсон,долг,,атлична - -,Игра,,,,,,,,,,,
10) DADAROMA — Risley Circus {リズリーサーカス},https://youtu.be/qlIaVV5hntU?si=7jAw-qSI872M8Eo3,2:21:40,НеАноним(фанат декскора),долг Х2,,хорошечно,,,,,,,,,,,,
11) YOASOBI — Yoru ni Kakeru {Racing Into The Night / 夜に駆ける},https://www.youtube.com/watch?v=x8VYWazR5mE&rco=1,2:30:00,Sheruka,долг,,атлична-,,,,,,,,,,,,
12) TMABird — Sweet Melty Memes (Lyric Video),https://www.youtube.com/watch?v=pGwgR1F6hxk,2:38:45,Алексей Котляр,долг Х2,,легендарно!!!,,,,,,,,,,,,
СТРИМ №14 (28.07.24),https://vkvideo.ru/video-182074546_456239062,,2) https://boosty.to/faryma.composer/posts/698be8b2-84b6-409d-b277-362d2d992296,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ, ,, ,,,,,,,,,,,,,,,
1) Kocchi No Kento — Hai Yorokonde {はいよろこんで},https://youtu.be/jzi6RNVEOtA?si=Z_ATr9ZUkGwIOckL,12:20,margarita__eller,очередь,,атлична+,,,,,,,,,,,,
"2) Vivienne Mort — Час {Time} (Досвід, 2018)",https://youtu.be/sBgjhmotH7o?si=8GTHxV8J4LIwx9Vd,21:35,@deftOwnS,очередь,,атлична,,,,,,,,,,,,
3) Creepy Nuts — Bling-Bang-Bang-Born [1 Opening Mashle 2nd Season / Магия и мускулы: Экзамен на звание Вестника Бога],https://youtu.be/210R0ozmLwg?si=th5kOXET8EYChV-s,27:50,@quelquez,очередь,,атлична-,Аниме,,,,,,,,,,,
4) River Boy — Anura [Cult of the Lamb OST],https://youtu.be/uE6gVKPk1wU?si=mIF1lTmzBFWciBcX,33:00,@TheTIIm,очередь,,хорошечно+,Игра,,,,,,,,,,,
5) Really Slow Motion — Pandemic,https://youtu.be/ourlzmN-WHg?si=jBHrAW9GBKm0wo3i,41:20,@maxcargitar,очередь,,атлична - -,,,,,,,,,,,,
6) Vickeblanka — Black Catcher [10 Opening Black Clover / Чёрный клевер],https://youtu.be/z17rrRyMxEc?si=Qjyid5nj1QiZabqI,47:55,@Miller0292,очередь,,хорошечно,Аниме,,,,,,,,,,,
7) Ramin Djawadi — Main Theme [OST; Pacific Rim / Тихоокеанский рубеж],https://youtu.be/1vU7XqToZso?si=AJnm1pLqyR4jbuG3,54:30,@m0rgarin,очередь,,хорошечно+,Фильм,,,,,,,,,,,
8) Miyuna — Gamushara {ガムシャラ} [5 Opening Black Clover / Чёрный клевер],https://www.youtube.com/watch?v=vEklaDCExSQ,1:02:50,@nvslle,очередь,,хорошечно+,Аниме,,,,,,,,,,,
9) Fallen Sanctuary — Broken Dreams (2022),https://youtu.be/CqcD-fra9Mo?si=O01qEUQkQrqyHXTl,1:08:00,@ENurmedov,очередь,,атлична - (аранжировке ну такое),,,,,,,,,,,,
10) Dabu & Simon Swerwer — Drink & Industry (Lyric Video) [Dwarf Fortress OST],https://youtu.be/W2Df3_k9PGM?si=551VG56K9F8cjX3p,1:21:00,Чайная вечеринка,очередь,,хорошечно++,Игра,,,,,,,,,,,
11) Tatsuya Kato — Strong Desire [OST; Dr. Stone / Доктор Стоун],https://www.youtube.com/watch?v=xCon20LC14o,1:28:40,@sergogaimer,очередь,,атлична,Аниме,,,,,,,,,,,
11.5) Арт: Composer vs Modulation,Стрим,1:38:25,sofa divan,,,,,,,,,,,,,,,
12) David Webstbom & X. ARI — Operation Lead Seal [Arknights OST],https://youtu.be/fxQ5H8NMLtg?si=yplHJWpwWMPTQJnn,1:40:35,Винсон,очередь,,хорошечно+,Игра,,,,,,,,,,,
13) Steve Jablonsky — Autobots [Transformers OST],https://youtu.be/w581xiVe0Q8?si=Oja062l-Hj2mj5TW,1:48:30,Sendy Polaris,очередь,,атлична-,Фильм,,,,,,,,,,,
14) RISHLOO — Landmines,https://youtu.be/mMle586mIfc,1:55:35,@sadasdasdasdads1,очередь,,атлична+,,,,,,,,,,,,
15) Hitomi Kuroishi — Continued Story [OST; Code Geass: Lelouch of the Rebellion R2 / Код Гиас: Восставший Лелуш 2],https://youtu.be/s9wsRRlTL3s?si=W27EiYQV8Tei54Cm,2:21:55,eHrAm1AV,очередь,,хорошечно+,Аниме,,,,,,,,,,,
16) SiM — The Rumbling [1/7 Opening Shingeki no Kyojin: The Final Season Part 2 / Атака титанов: Финал. Часть 2],https://www.youtube.com/watch?v=2S4qGKmzBJE,2:32:05,@Old_maloy,очередь,,атлична+,Аниме,,,,,,,,,,,
17) Boom Boom Satellites — BROKEN MIRROR [5 Ending Mobile Suit Gundam Unicorn / Мобильный воин Гандам: Единорог],https://youtu.be/jPgt_iGVoYg,2:40:25,Toxexex,очередь,,атлична - -,Аниме,,,,,,,,,,,
18) Shoko Nakagawa — Sorairo Days {空色デイズ} [1 Opening Gurren Lagann / Гуррен-Лаганн],https://youtu.be/FwgMxjhXkKo?si=OBCX-S2shQWlLEHr,2:50:55,BloodAlloy,очередь,,хорошечно,Аниме,,,,,,,,,,,
19) Sueco — Loser (Music Video),https://www.youtube.com/watch?v=X3iWidBdQsU&ab_channel=Sueco,2:55:50,@zhenyaHD,очередь,,хорошечно (ФАК++),,,,,,,,,,,,
20) Yoasobi — RGB {Sangenshoku / 三原色},https://youtu.be/nhOhFOoURnE?si=r7Btwuc7AFjzZXVy,3:01:55,@SUMOGUS,очередь,,атлична-,,,,,,,,,,,,
21) Green Day — Still Breathing (Official Music Video),https://youtu.be/SUzsih7QJSY?si=dTj1C73NL2XPUBa6,3:10:00,@Sonic1844,очередь,,хорошечно+,,,,,,,,,,,,
"22) MAN WITH A MISSION & milet — Kizuna no Kiseki {絆ノ奇跡} [1/4 Opening Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc / Клинок, рассекающий демонов: Деревня кузнецов]",https://youtu.be/Jb6Zlg30rgk?feature=shared,3:17:40,@NeDoUtuber,очередь,,атлична+ (гениально-),Аниме,,,,,,,,,,,
23) Lind Erebros — Dark Cave [Royal Quest OST],https://youtu.be/rU3HtAEAdB4?feature=shared,3:25:05,@LedByLight,очередь,,атлична-,Игра,,,,,,,,,,,
"24) Ado — Unravel (TK from Ling Tosite Sigure - Unravel; Studio Version, Cover) [1 Opening Tokyo Ghoul / Токийский гуль]",https://youtu.be/eZuDklxsaRg,3:35:15,Mich,очередь,,гениально -,Аниме,,,,,,,,,,,
25) Yosui Inoue — Yumeno Nakae (Remastered 2017),https://youtu.be/Z1G6vOrCHlY?si=8F3J0Q76mscM4DNZ,3:41:35,@nii_na_nii,очередь,,атлична-,,,,,,,,,,,,
26) Keygen Church — Tenebre Rosso Sangue [OST; ULTRAKILL P-2 Theme #1],https://youtu.be/MG5L-1pI8bI?si=Vx4QLj6tryQnkaU6,3:47:10,@nixonit,очередь,,хорошечно+,Игра,,,,,,,,,,,
"27) Imperial Circus Dead Decadence — Yomi yori Kikoyu, Koukoku no Hi to Honoo no Shoujo. {黄泉より聴こゆ、皇国の燈と焔の少女。} (Orchestral Ver.)",https://www.youtube.com/watch?v=1PUsih-V9P4,3:56:45,@feedme2k,очередь,,ну такое,,,,,,,,,,,,
28) yaXd — WHITE-BLACK,https://youtu.be/hw_MVu-NOfg?si=-M_EA7aLVgjJeUT-,4:13:55,@yaXd_n,очередь,,хорошечно-,,,,,,,,,,,,
29) Zebrahead — Just the Tip,https://youtu.be/5rVNZNv17Bg?si=nviOjDA8yH1SnA7G,4:22:45,@selwick,очередь,,хорошечно+,,,,,,,,,,,,
30) FallenSxde — Избранным (Remix),https://www.youtube.com/watch?v=XcfkK_x3s-s,4:29:15,FallenSxde,очередь,,хорошечно,,,,,,,,,,,,
СТРИМ №13 (27.07.24),https://vkvideo.ru/video-182074546_456239061,,2) https://boosty.to/faryma.composer/posts/315659ea-4728-4bac-9bdf-507e6ee9408b,,,,,,,,,,,,,,,
1) Король и Шут — Проклятый старый дом {The Cursed Old House},https://youtu.be/x7ukeZTaLJc?si=EQ7k22cQ8NWFGoE7,15:35,Monstrrro,донат,,атлична+,,,,,,,,,,,,
2) Eve — Last Dance {Последний танец / ラストダンス},https://youtu.be/CLdeykXCZX4?si=q0xbhwpAr0gxg1EM,26:55,Madao,долг,,атлична-,,,,,,,,,,,,
3) TPRTNS — Wake Me Up,https://www.youtube.com/watch?v=JIogF7oh9Ao,37:10,HVSTERIA,донат,,атлична,,,,,,,,,,,,
4) Thomas Bergersen — Sparks,https://youtu.be/OzeYlEcTtCA?si=UrCcULejoozdWO03,52:55,Sealong Keeper,долг,,гениально - -,,,,,,,,,,,,
5) Gooseworx feat. Evan Alderete — Your New Home,https://youtu.be/4gZdE5dimMg?si=syNKbYLgpGbofvGt,1:03:05,Monstrrro,донат,,хорошечно +,,,,,,,,,,,,
6) Gooseworx feat. Evan Alderete — Not Alone,https://youtu.be/U-mZzb1EVA0?si=C6k3n2rWTqXS0wze,1:06:00,Monstrrro,донат,,атлична +,,,,,,,,,,,,
7) Animenz — Vogel im Käfig (Sawano Hiroyuki - Vogel im Käfig; Piano Cover) [OST; Shingeki no Kyojin / Атака титанов],https://www.youtube.com/watch?v=cmzZLmQb3xs,1:10:20,Sheruka,долг,,хорошечно -,Аниме,,,,,,,,,,,
8) Rhapsody of Fire feat. Christopher Lee — The Magic of the Wizard's Dream,https://www.youtube.com/watch?v=tzmNVXwSSa4&list=PL8ViLHhAGIxSbEc_qY4zNriLfeyAkeHAy&index=7,1:21:30,Yur4ka,донат,,хорошечно,,,,,,,,,,,,
9) Юра Насос — Нирвана,https://youtu.be/DoMH8hFu1Cc?si=2YN_db45YpIyNKb7,1:32:55,AlexanderMSK,долг,,хорошечно+,,,,,,,,,,,,
10) ALTIMA — Burst the Gravity [2 Opening Accel World / Ускоренный мир],https://youtu.be/w0a3_xWiQcg?si=6H2YEA2EGE4zoUFD,1:40:20,Monstrrro,донат,,хорошечно,Аниме,,,,,,,,,,,
11) Kensuke Ushio — Liz to Aoi Tori {リズと青い鳥} (1.Ordinary Days; 2. A New Family; 3.A Decision of Love; 4.To the Far Sky) [OST; Liz and the Blue Bird / Лиз и синяя птица],https://www.youtube.com/watch?v=-Fb9fpvpmcc,2:04:50,Sheruka,долг,,гениально -,Аниме,,,,,,,,,,,
12) Zabadak — Sora no Iro {空の色 / Цвет неба},https://www.youtube.com/watch?v=7N858agneZQ&ab_channel=distant0music,2:20:25,eugen,донат,,атлична -,,,,,,,,,,,,
13) Mafumafu — There Was No Meaning To My Birth. {Umareta Imi Nado Nakatta. / 生まれた意味などなかった。} (Live),https://www.youtube.com/live/zbqSOzLE8YI?si=AYO6Rbdl2bUS-6J8&t=4915,2:30:45,sofa divan,долг,,хорошечно + (ну такое вокалу наверху неуютно),,,,,,,,,,,,
14) Apocalyptica feat. Adam Gontier — I Don't Care (US Version),https://www.youtube.com/watch?v=AbB_YRJB_CI,2:42:00,HoneyDed,донат,,атлична,,,,,,,,,,,,
15) Зилков ае — Мой Свет {My light} (Live; СПБ 25.05.2023),https://www.youtube.com/watch?v=xweHqm9LojA&ab_channel=%D0%97%D0%B8%D0%BB%D0%BA%D0%BE%D0%B2%D0%B0%D0%B5,2:49:30,Нéдо,долг,,атлична (-),,,,,,,,,,,,
16) Yuka Kitamura — Main Theme [Dark Souls III OST],https://youtu.be/ch6I15iBliE?si=oo3hhogvA8zlRi0N,3:01:55,Madao,донат,,хорошечно + +,Игра,,,,,,,,,,,
17) Melissa R. Kaplan — Keep the Torch [Arknights OST],https://youtu.be/SuNhbPRvFw8?si=K067v1z6uL_9rbgv,3:11:05,Винсон,долг,,атлична,Игра,,,,,,,,,,,
18) Radiohead — Bloom (From the Basement),https://youtu.be/D2084nQbmvk,3:19:15,ayl1es,донат,,атлична,,,,,,,,,,,,
19) Akiko Shikata — Ec Tisia {Forgive Everything} [Ar tonelico III OST],https://youtu.be/XP6jw6ToAIc,3:28:45,2teerutee 😡😡😡,долг,,атлична,Игра,,,,,,,,,,,
20) Linkin Park — In the End,https://www.youtube.com/watch?v=KFA1hM91ffo,4:03:30,HoneyDed,донат,,атлична + (гениально -),,,,,,,,,,,,
21) Aya Hirano — God knows... [ep 12; OST; The Melancholy of Haruhi Suzumiya / Меланхолия Харухи Судзумии],https://www.youtube.com/watch?v=WWB01IuMvzA,4:14:25,Sheruka,долг,,хорошечно +,Аниме,,,,,,,,,,,
